"Story","Title","Result","Date","Stability","Duration (s)"
"Hydra - Marketplace order on app","Driver should be able to bidding new order when drivers of this order reject new offer","SUCCESS","2019-09-25T11:54:38.716+07:00[Asia/Ho_Chi_Minh]","0.0","111.05"
"Hydra - Marketplace order on app","Full flow marketplace order happy case with multiple drivers","SUCCESS","2019-09-25T11:56:29.772+07:00[Asia/Ho_Chi_Minh]","0.0","156.87"
